codigo,nome,cnpj_cpf,conta,servico_principal,servicos_adicionais,regime,mensalidade,faturamento_anual,data_inicio,responsavel,nps
CLI-02789,Cliente 2789,00.100.027/0001-00,Papaya,Certificado Digital,N/A,Lucro Presumido,5936,1918063,2022-09-17,Ana Silva,2
CLI-02790,Cliente 2790,00.100.027/0001-00,Mdias,BPO RH,N/A,N/A,7345,6898986,2022-01-27,João Silva,9
CLI-02791,Cliente 2791,00.100.027/0001-00,Papaya,Legalização,N/A,Lucro Presumido,3430,3421025,2024-05-08,Maria Santos,3
CLI-02792,Cliente 2792,00.100.027/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,6852,5655941,2022-06-02,Ana Silva,7
CLI-02793,Cliente 2793,00.100.027/0001-00,Zov,Legalização,N/A,Lucro Presumido,6268,2325023,2023-07-28,João Silva,9
CLI-02794,Cliente 2794,00.100.027/0001-00,Papaya,Legalização,N/A,Lucro Real,4798,4341199,2023-10-04,Carlos Souza,0
CLI-02795,Cliente 2795,00.100.027/0001-00,Papaya,Legalização,N/A,N/A,8750,673113,2024-02-26,Maria Santos,3
CLI-02796,Cliente 2796,00.100.027/0001-00,Mdias,Legalização,Certificado Digital,Simples Nacional,6588,5855146,2024-03-15,Ana Silva,5
CLI-02797,Cliente 2797,00.100.027/0001-00,Mdias,BPO Financeiro,Contabilidade,Simples Nacional,1486,4123763,2023-09-24,Ana Silva,1
CLI-02798,Cliente 2798,00.100.027/0001-00,Papaya,Legalização,N/A,N/A,1559,1576483,2022-02-06,Carlos Souza,1
CLI-02799,Cliente 2799,00.100.027/0001-00,Zov,BPO Financeiro,N/A,Lucro Presumido,7849,1112492,2023-11-01,Carlos Souza,9
CLI-02800,Cliente 2800,00.100.028/0001-00,Zov,Legalização,BPO Financeiro,Simples Nacional,4702,1287033,2023-07-04,Ana Silva,1
CLI-02801,Cliente 2801,00.100.028/0001-00,Mdias,Certificado Digital,N/A,N/A,3311,3290153,2022-10-11,Carlos Souza,9
CLI-02802,Cliente 2802,00.100.028/0001-00,Papaya,Contabilidade,N/A,Lucro Real,5523,260250,2023-10-14,Ana Silva,4
CLI-02803,Cliente 2803,00.100.028/0001-00,Papaya,BPO RH,N/A,MEI,6604,6633445,2022-12-24,Ana Silva,8
CLI-02804,Cliente 2804,00.100.028/0001-00,Papaya,Certificado Digital,BPO Financeiro,Lucro Real,1254,3106,2023-01-02,Carlos Souza,2
CLI-02805,Cliente 2805,00.100.028/0001-00,Mdias,BPO Financeiro,BPO RH,MEI,4110,1669160,2022-10-13,Ana Silva,3
CLI-02806,Cliente 2806,00.100.028/0001-00,Zov,BPO Financeiro,N/A,N/A,7059,7447953,2022-10-03,Ana Silva,8
CLI-02807,Cliente 2807,00.100.028/0001-00,Mdias,Legalização,N/A,N/A,2498,7423186,2022-05-17,João Silva,3
CLI-02808,Cliente 2808,00.100.028/0001-00,Papaya,Certificado Digital,N/A,MEI,7217,3830051,2022-12-04,Ana Silva,0
CLI-02809,Cliente 2809,00.100.028/0001-00,Zov,Contabilidade,N/A,MEI,3283,4683778,2023-01-17,Ana Silva,4
CLI-02810,Cliente 2810,00.100.028/0001-00,Zov,Contabilidade,N/A,Lucro Real,5364,188739,2022-11-24,Maria Santos,6
CLI-02811,Cliente 2811,00.100.028/0001-00,Papaya,BPO RH,N/A,N/A,3700,5664137,2023-04-18,Ana Silva,5
CLI-02812,Cliente 2812,00.100.028/0001-00,Zov,Legalização,Contabilidade,Simples Nacional,7888,2457994,2022-11-27,Ana Silva,7
CLI-02813,Cliente 2813,00.100.028/0001-00,Zov,Contabilidade,BPO RH,Lucro Presumido,2702,4471913,2023-06-14,Carlos Souza,7
CLI-02814,Cliente 2814,00.100.028/0001-00,Papaya,BPO Financeiro,Legalização,Lucro Real,4506,3959120,2022-05-23,Maria Santos,6
CLI-02815,Cliente 2815,00.100.028/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,8364,1301143,2023-08-20,Carlos Souza,5
CLI-02816,Cliente 2816,00.100.028/0001-00,Papaya,BPO RH,BPO Financeiro,Lucro Presumido,5150,5896193,2022-11-19,João Silva,5
CLI-02817,Cliente 2817,00.100.028/0001-00,Papaya,BPO RH,N/A,Lucro Presumido,7883,1885227,2022-02-13,Ana Silva,4
CLI-02818,Cliente 2818,00.100.028/0001-00,Mdias,Contabilidade,N/A,MEI,5003,7996142,2023-05-12,Carlos Souza,5
CLI-02819,Cliente 2819,00.100.028/0001-00,Mdias,BPO RH,Contabilidade,Lucro Presumido,6443,881379,2024-04-16,Ana Silva,9
CLI-02820,Cliente 2820,00.100.028/0001-00,Papaya,Certificado Digital,BPO RH,N/A,3424,2634087,2022-04-26,Maria Santos,2
CLI-02821,Cliente 2821,00.100.028/0001-00,Zov,BPO RH,N/A,Simples Nacional,1609,198272,2024-04-11,Ana Silva,2
CLI-02822,Cliente 2822,00.100.028/0001-00,Papaya,Certificado Digital,N/A,N/A,5701,4142912,2024-05-04,João Silva,4
CLI-02823,Cliente 2823,00.100.028/0001-00,Mdias,Contabilidade,N/A,N/A,7380,5836925,2023-02-24,Ana Silva,7
CLI-02824,Cliente 2824,00.100.028/0001-00,Zov,Contabilidade,BPO Financeiro,N/A,5538,4014852,2022-08-03,Ana Silva,9
CLI-02825,Cliente 2825,00.100.028/0001-00,Zov,BPO Financeiro,Certificado Digital,N/A,7167,3881464,2023-01-22,João Silva,6
CLI-02826,Cliente 2826,00.100.028/0001-00,Zov,BPO RH,N/A,MEI,3305,6385637,2024-07-14,Maria Santos,0
CLI-02827,Cliente 2827,00.100.028/0001-00,Zov,BPO RH,N/A,Lucro Presumido,1874,1921061,2022-10-22,João Silva,10
CLI-02828,Cliente 2828,00.100.028/0001-00,Zov,Legalização,BPO Financeiro,MEI,1456,4227191,2023-09-20,Carlos Souza,6
CLI-02829,Cliente 2829,00.100.028/0001-00,Papaya,Contabilidade,BPO Financeiro,Lucro Real,6558,1629081,2022-01-27,João Silva,1
CLI-02830,Cliente 2830,00.100.028/0001-00,Zov,Contabilidade,BPO RH,MEI,967,1533095,2023-03-23,Carlos Souza,0
CLI-02831,Cliente 2831,00.100.028/0001-00,Zov,Certificado Digital,Legalização,N/A,5880,7741864,2022-01-14,Ana Silva,5
CLI-02832,Cliente 2832,00.100.028/0001-00,Mdias,BPO Financeiro,N/A,Simples Nacional,8692,6832111,2024-09-09,João Silva,5
CLI-02833,Cliente 2833,00.100.028/0001-00,Zov,Contabilidade,N/A,N/A,5665,2046569,2024-01-28,Carlos Souza,7
CLI-02834,Cliente 2834,00.100.028/0001-00,Zov,Certificado Digital,Contabilidade,Lucro Presumido,4300,4098300,2023-12-13,Ana Silva,7
CLI-02835,Cliente 2835,00.100.028/0001-00,Zov,BPO Financeiro,Legalização,N/A,3056,3953699,2022-09-10,Carlos Souza,2
CLI-02836,Cliente 2836,00.100.028/0001-00,Zov,BPO RH,Legalização,MEI,6249,4860636,2023-01-11,João Silva,5
CLI-02837,Cliente 2837,00.100.028/0001-00,Papaya,Certificado Digital,N/A,Simples Nacional,1754,17898,2022-09-18,Ana Silva,7
CLI-02838,Cliente 2838,00.100.028/0001-00,Zov,Legalização,N/A,N/A,3105,2587182,2024-08-21,Maria Santos,9
CLI-02839,Cliente 2839,00.100.028/0001-00,Mdias,BPO Financeiro,Legalização,MEI,4878,2830823,2022-04-02,Ana Silva,3
CLI-02840,Cliente 2840,00.100.028/0001-00,Mdias,Certificado Digital,BPO Financeiro,Lucro Real,1217,7057981,2023-09-24,Maria Santos,10
CLI-02841,Cliente 2841,00.100.028/0001-00,Mdias,Legalização,N/A,Lucro Presumido,4775,6721332,2023-03-27,Carlos Souza,3
CLI-02842,Cliente 2842,00.100.028/0001-00,Mdias,Legalização,N/A,Lucro Presumido,2726,7484327,2023-03-15,João Silva,5
CLI-02843,Cliente 2843,00.100.028/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,6187,5422574,2023-06-21,João Silva,2
CLI-02844,Cliente 2844,00.100.028/0001-00,Papaya,Contabilidade,N/A,Lucro Real,2912,1831460,2022-12-14,Ana Silva,1
CLI-02845,Cliente 2845,00.100.028/0001-00,Mdias,Legalização,BPO Financeiro,N/A,2114,2734748,2022-12-16,Ana Silva,7
CLI-02846,Cliente 2846,00.100.028/0001-00,Zov,BPO RH,N/A,Lucro Real,2956,2943355,2023-06-06,Maria Santos,9
CLI-02847,Cliente 2847,00.100.028/0001-00,Papaya,Legalização,BPO Financeiro,N/A,2761,229645,2023-06-06,Carlos Souza,10
CLI-02848,Cliente 2848,00.100.028/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,3485,5013631,2023-06-13,João Silva,8
CLI-02849,Cliente 2849,00.100.028/0001-00,Mdias,Legalização,N/A,Lucro Presumido,5151,1715276,2022-07-21,João Silva,1
CLI-02850,Cliente 2850,00.100.028/0001-00,Mdias,Certificado Digital,BPO RH,MEI,1705,7148606,2023-12-13,Carlos Souza,4
CLI-02851,Cliente 2851,00.100.028/0001-00,Zov,BPO Financeiro,Certificado Digital,Lucro Real,1411,130981,2024-02-14,Ana Silva,10
CLI-02852,Cliente 2852,00.100.028/0001-00,Mdias,Legalização,N/A,Simples Nacional,2939,7241812,2023-08-22,Carlos Souza,3
CLI-02853,Cliente 2853,00.100.028/0001-00,Zov,BPO Financeiro,N/A,Simples Nacional,7153,4786361,2023-01-24,João Silva,8
CLI-02854,Cliente 2854,00.100.028/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,1147,4434223,2023-01-13,Ana Silva,9
CLI-02855,Cliente 2855,00.100.028/0001-00,Mdias,Contabilidade,BPO Financeiro,Simples Nacional,2578,725931,2023-11-21,Carlos Souza,8
CLI-02856,Cliente 2856,00.100.028/0001-00,Papaya,BPO Financeiro,N/A,Lucro Real,7355,24408,2024-09-12,Maria Santos,6
CLI-02857,Cliente 2857,00.100.028/0001-00,Zov,Legalização,N/A,Simples Nacional,6286,791282,2024-06-15,Carlos Souza,1
CLI-02858,Cliente 2858,00.100.028/0001-00,Papaya,BPO RH,N/A,Simples Nacional,4296,2857716,2024-09-19,Carlos Souza,8
CLI-02859,Cliente 2859,00.100.028/0001-00,Papaya,Legalização,N/A,Lucro Real,6773,1873165,2023-12-05,Ana Silva,9
CLI-02860,Cliente 2860,00.100.028/0001-00,Mdias,Contabilidade,N/A,Simples Nacional,1276,6529258,2022-07-07,Maria Santos,4
CLI-02861,Cliente 2861,00.100.028/0001-00,Papaya,BPO Financeiro,BPO RH,MEI,2064,7049849,2023-02-22,Maria Santos,3
CLI-02862,Cliente 2862,00.100.028/0001-00,Zov,Legalização,N/A,Lucro Presumido,5563,1915730,2024-07-17,Ana Silva,3
CLI-02863,Cliente 2863,00.100.028/0001-00,Zov,Contabilidade,Legalização,MEI,1476,7669329,2024-02-19,Maria Santos,2
CLI-02864,Cliente 2864,00.100.028/0001-00,Mdias,Contabilidade,N/A,N/A,2776,1961120,2024-03-11,João Silva,9
CLI-02865,Cliente 2865,00.100.028/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,8477,2990625,2023-02-19,Maria Santos,6
CLI-02866,Cliente 2866,00.100.028/0001-00,Papaya,BPO Financeiro,Legalização,N/A,2010,1358911,2024-04-18,Carlos Souza,4
CLI-02867,Cliente 2867,00.100.028/0001-00,Papaya,Contabilidade,N/A,Lucro Real,3365,2203005,2024-09-19,João Silva,5
CLI-02868,Cliente 2868,00.100.028/0001-00,Zov,Certificado Digital,N/A,N/A,4033,1492673,2022-01-28,Ana Silva,2
CLI-02869,Cliente 2869,00.100.028/0001-00,Zov,Contabilidade,BPO Financeiro,Lucro Presumido,4829,3627926,2024-08-10,Maria Santos,7
CLI-02870,Cliente 2870,00.100.028/0001-00,Mdias,BPO Financeiro,Certificado Digital,MEI,3711,1191850,2022-01-17,Ana Silva,8
CLI-02871,Cliente 2871,00.100.028/0001-00,Papaya,BPO RH,Legalização,MEI,8722,2404254,2024-09-06,João Silva,1
CLI-02872,Cliente 2872,00.100.028/0001-00,Zov,Contabilidade,N/A,N/A,947,7777503,2022-04-15,Carlos Souza,0
CLI-02873,Cliente 2873,00.100.028/0001-00,Mdias,BPO Financeiro,Certificado Digital,N/A,3692,5325888,2023-07-25,Ana Silva,0
CLI-02874,Cliente 2874,00.100.028/0001-00,Zov,Legalização,N/A,Lucro Presumido,3113,5898893,2022-02-24,Maria Santos,6
CLI-02875,Cliente 2875,00.100.028/0001-00,Zov,BPO RH,Certificado Digital,N/A,2929,490945,2022-11-07,Maria Santos,8
CLI-02876,Cliente 2876,00.100.028/0001-00,Papaya,BPO Financeiro,Contabilidade,Lucro Real,8211,6791033,2024-12-19,Carlos Souza,6
CLI-02877,Cliente 2877,00.100.028/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,2739,67492,2022-02-07,Carlos Souza,7
CLI-02878,Cliente 2878,00.100.028/0001-00,Zov,Contabilidade,Legalização,Lucro Real,1947,6592411,2022-12-07,Maria Santos,8
CLI-02879,Cliente 2879,00.100.028/0001-00,Papaya,Legalização,BPO Financeiro,Lucro Real,5062,4361718,2024-07-06,Carlos Souza,6
CLI-02880,Cliente 2880,00.100.028/0001-00,Zov,Contabilidade,N/A,Lucro Real,8086,2096018,2023-01-21,Maria Santos,0
CLI-02881,Cliente 2881,00.100.028/0001-00,Mdias,BPO Financeiro,N/A,N/A,2150,825164,2023-05-05,Ana Silva,6
CLI-02882,Cliente 2882,00.100.028/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,9258,7622538,2022-05-07,João Silva,3
CLI-02883,Cliente 2883,00.100.028/0001-00,Zov,Contabilidade,N/A,Lucro Real,8122,1469499,2023-07-08,Maria Santos,2
CLI-02884,Cliente 2884,00.100.028/0001-00,Zov,Legalização,N/A,MEI,6223,6978995,2022-02-18,João Silva,1
CLI-02885,Cliente 2885,00.100.028/0001-00,Zov,Contabilidade,N/A,Lucro Real,1483,4182090,2023-04-20,Carlos Souza,2
CLI-02886,Cliente 2886,00.100.028/0001-00,Mdias,Legalização,N/A,Lucro Presumido,5996,5059987,2023-03-16,Carlos Souza,3
CLI-02887,Cliente 2887,00.100.028/0001-00,Mdias,Legalização,N/A,Lucro Presumido,2038,975922,2024-12-05,Ana Silva,0
CLI-02888,Cliente 2888,00.100.028/0001-00,Papaya,BPO Financeiro,Contabilidade,N/A,7770,4090975,2023-04-05,João Silva,2
CLI-02889,Cliente 2889,00.100.028/0001-00,Zov,Contabilidade,Certificado Digital,Lucro Real,5721,4914733,2022-07-09,Maria Santos,0
CLI-02890,Cliente 2890,00.100.028/0001-00,Zov,BPO RH,N/A,N/A,4901,1666870,2023-07-27,Maria Santos,3
CLI-02891,Cliente 2891,00.100.028/0001-00,Papaya,Contabilidade,N/A,Lucro Real,1628,1249398,2022-05-01,Carlos Souza,0
CLI-02892,Cliente 2892,00.100.028/0001-00,Mdias,Certificado Digital,BPO RH,N/A,7454,5869169,2023-12-05,Ana Silva,1
CLI-02893,Cliente 2893,00.100.028/0001-00,Zov,BPO Financeiro,N/A,N/A,7801,2371512,2023-08-03,Ana Silva,6
CLI-02894,Cliente 2894,00.100.028/0001-00,Zov,BPO Financeiro,N/A,MEI,5134,2541590,2024-11-15,Maria Santos,6
CLI-02895,Cliente 2895,00.100.028/0001-00,Mdias,BPO RH,BPO Financeiro,Lucro Real,1553,487478,2023-02-19,Carlos Souza,8
CLI-02896,Cliente 2896,00.100.028/0001-00,Mdias,BPO RH,N/A,N/A,5333,7910204,2024-01-14,Maria Santos,2
CLI-02897,Cliente 2897,00.100.028/0001-00,Zov,BPO RH,N/A,Simples Nacional,5048,7369475,2023-05-25,Maria Santos,9
CLI-02898,Cliente 2898,00.100.028/0001-00,Papaya,Legalização,BPO Financeiro,N/A,7624,3347347,2022-11-14,Carlos Souza,9
CLI-02899,Cliente 2899,00.100.028/0001-00,Papaya,BPO RH,N/A,N/A,5234,7821049,2024-10-22,Maria Santos,4
CLI-02900,Cliente 2900,00.100.029/0001-00,Zov,Certificado Digital,Contabilidade,Lucro Presumido,3146,7118296,2022-06-05,João Silva,1
CLI-02901,Cliente 2901,00.100.029/0001-00,Mdias,Contabilidade,N/A,MEI,6787,694045,2022-06-19,Ana Silva,9
CLI-02902,Cliente 2902,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,Lucro Real,2634,2180710,2022-03-08,João Silva,7
CLI-02903,Cliente 2903,00.100.029/0001-00,Zov,Certificado Digital,Legalização,MEI,1458,835347,2022-12-02,Carlos Souza,10
CLI-02904,Cliente 2904,00.100.029/0001-00,Papaya,Legalização,N/A,MEI,2377,4064093,2022-04-03,Ana Silva,6
CLI-02905,Cliente 2905,00.100.029/0001-00,Mdias,Certificado Digital,Contabilidade,Lucro Presumido,3835,387048,2023-04-15,Ana Silva,5
CLI-02906,Cliente 2906,00.100.029/0001-00,Papaya,BPO RH,Legalização,Simples Nacional,5889,6252083,2024-02-22,João Silva,5
CLI-02907,Cliente 2907,00.100.029/0001-00,Mdias,BPO Financeiro,Certificado Digital,MEI,4969,6058444,2022-07-12,Maria Santos,6
CLI-02908,Cliente 2908,00.100.029/0001-00,Papaya,Contabilidade,N/A,Lucro Real,2724,5094335,2022-08-27,João Silva,3
CLI-02909,Cliente 2909,00.100.029/0001-00,Papaya,BPO Financeiro,Legalização,N/A,2934,2767536,2022-09-03,Carlos Souza,6
CLI-02910,Cliente 2910,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,5886,6020887,2024-04-17,Ana Silva,2
CLI-02911,Cliente 2911,00.100.029/0001-00,Zov,BPO RH,N/A,Lucro Real,756,7335836,2023-04-16,Maria Santos,6
CLI-02912,Cliente 2912,00.100.029/0001-00,Zov,BPO Financeiro,N/A,N/A,3120,7387177,2024-02-26,Ana Silva,7
CLI-02913,Cliente 2913,00.100.029/0001-00,Mdias,Contabilidade,N/A,MEI,6379,6090649,2024-07-24,Ana Silva,3
CLI-02914,Cliente 2914,00.100.029/0001-00,Mdias,BPO Financeiro,N/A,Lucro Presumido,961,3173152,2022-05-27,João Silva,9
CLI-02915,Cliente 2915,00.100.029/0001-00,Mdias,BPO RH,N/A,Lucro Real,5288,2842341,2024-11-10,Maria Santos,7
CLI-02916,Cliente 2916,00.100.029/0001-00,Mdias,Legalização,BPO RH,Lucro Real,6807,5041363,2023-12-13,João Silva,1
CLI-02917,Cliente 2917,00.100.029/0001-00,Papaya,BPO RH,Certificado Digital,N/A,1264,476379,2023-08-09,Maria Santos,3
CLI-02918,Cliente 2918,00.100.029/0001-00,Mdias,BPO Financeiro,N/A,N/A,7553,3085071,2023-12-18,Maria Santos,5
CLI-02919,Cliente 2919,00.100.029/0001-00,Mdias,BPO Financeiro,Certificado Digital,MEI,907,1967973,2024-05-07,Maria Santos,6
CLI-02920,Cliente 2920,00.100.029/0001-00,Zov,Certificado Digital,N/A,MEI,4296,7984156,2024-08-17,Maria Santos,4
CLI-02921,Cliente 2921,00.100.029/0001-00,Zov,BPO RH,N/A,Lucro Presumido,3577,1883312,2024-01-19,Maria Santos,2
CLI-02922,Cliente 2922,00.100.029/0001-00,Zov,Certificado Digital,N/A,Lucro Presumido,3675,875515,2024-04-03,Maria Santos,8
CLI-02923,Cliente 2923,00.100.029/0001-00,Zov,Legalização,N/A,Simples Nacional,2430,2685997,2024-12-12,Ana Silva,7
CLI-02924,Cliente 2924,00.100.029/0001-00,Papaya,Contabilidade,N/A,N/A,8906,1920263,2024-09-16,João Silva,5
CLI-02925,Cliente 2925,00.100.029/0001-00,Zov,Legalização,N/A,N/A,914,1079945,2024-07-22,Maria Santos,7
CLI-02926,Cliente 2926,00.100.029/0001-00,Papaya,BPO Financeiro,Certificado Digital,Simples Nacional,1707,4024640,2023-08-05,Carlos Souza,4
CLI-02927,Cliente 2927,00.100.029/0001-00,Zov,Contabilidade,N/A,Simples Nacional,2412,3267422,2023-09-28,Carlos Souza,3
CLI-02928,Cliente 2928,00.100.029/0001-00,Papaya,Contabilidade,N/A,MEI,3169,4779429,2022-12-01,Carlos Souza,6
CLI-02929,Cliente 2929,00.100.029/0001-00,Mdias,Legalização,Certificado Digital,Lucro Real,5386,615857,2024-02-23,Ana Silva,7
CLI-02930,Cliente 2930,00.100.029/0001-00,Mdias,Contabilidade,Legalização,MEI,1546,7350849,2022-10-15,Ana Silva,3
CLI-02931,Cliente 2931,00.100.029/0001-00,Zov,BPO Financeiro,Certificado Digital,Lucro Real,4354,993879,2022-12-24,Carlos Souza,2
CLI-02932,Cliente 2932,00.100.029/0001-00,Zov,Certificado Digital,N/A,N/A,7594,4097763,2024-06-05,Ana Silva,5
CLI-02933,Cliente 2933,00.100.029/0001-00,Zov,Legalização,BPO Financeiro,Simples Nacional,2074,1809947,2022-01-12,Carlos Souza,8
CLI-02934,Cliente 2934,00.100.029/0001-00,Mdias,Contabilidade,N/A,Lucro Presumido,5731,6355702,2022-05-14,Carlos Souza,9
CLI-02935,Cliente 2935,00.100.029/0001-00,Zov,Legalização,N/A,MEI,9264,1804070,2022-04-12,Maria Santos,4
CLI-02936,Cliente 2936,00.100.029/0001-00,Papaya,Contabilidade,N/A,Lucro Real,7861,1924581,2023-01-02,João Silva,2
CLI-02937,Cliente 2937,00.100.029/0001-00,Mdias,BPO RH,N/A,N/A,977,4506040,2022-11-19,Carlos Souza,9
CLI-02938,Cliente 2938,00.100.029/0001-00,Papaya,BPO RH,N/A,MEI,5527,6331430,2022-08-27,Carlos Souza,0
CLI-02939,Cliente 2939,00.100.029/0001-00,Papaya,Contabilidade,BPO RH,Lucro Real,5172,7002670,2022-09-04,Maria Santos,9
CLI-02940,Cliente 2940,00.100.029/0001-00,Mdias,BPO RH,N/A,Simples Nacional,435,2032667,2023-10-04,Ana Silva,5
CLI-02941,Cliente 2941,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,2998,3849324,2022-07-21,João Silva,4
CLI-02942,Cliente 2942,00.100.029/0001-00,Mdias,Legalização,Contabilidade,N/A,3265,7381,2024-07-26,Carlos Souza,6
CLI-02943,Cliente 2943,00.100.029/0001-00,Zov,Contabilidade,BPO Financeiro,Lucro Presumido,7359,4402474,2024-02-19,Maria Santos,5
CLI-02944,Cliente 2944,00.100.029/0001-00,Mdias,Contabilidade,N/A,N/A,4621,3897329,2023-12-15,Ana Silva,3
CLI-02945,Cliente 2945,00.100.029/0001-00,Zov,Legalização,N/A,MEI,8926,5987011,2023-07-24,Carlos Souza,6
CLI-02946,Cliente 2946,00.100.029/0001-00,Papaya,Legalização,N/A,N/A,4869,6845465,2022-07-28,Maria Santos,0
CLI-02947,Cliente 2947,00.100.029/0001-00,Zov,BPO RH,Contabilidade,Lucro Real,2598,4337716,2024-12-27,Ana Silva,7
CLI-02948,Cliente 2948,00.100.029/0001-00,Papaya,Contabilidade,N/A,N/A,8965,2203993,2023-09-17,Ana Silva,6
CLI-02949,Cliente 2949,00.100.029/0001-00,Zov,Certificado Digital,Contabilidade,Lucro Presumido,8015,1418857,2023-06-25,Ana Silva,3
CLI-02950,Cliente 2950,00.100.029/0001-00,Zov,BPO RH,N/A,Simples Nacional,5410,3764522,2024-01-18,Ana Silva,1
CLI-02951,Cliente 2951,00.100.029/0001-00,Mdias,BPO Financeiro,N/A,Simples Nacional,8593,6382469,2024-09-07,Carlos Souza,2
CLI-02952,Cliente 2952,00.100.029/0001-00,Papaya,BPO RH,N/A,MEI,746,7951361,2022-11-12,Maria Santos,3
CLI-02953,Cliente 2953,00.100.029/0001-00,Papaya,BPO Financeiro,BPO RH,Lucro Real,8305,2234348,2022-08-01,Carlos Souza,6
CLI-02954,Cliente 2954,00.100.029/0001-00,Mdias,Certificado Digital,BPO Financeiro,Lucro Real,6890,6093145,2023-05-09,Ana Silva,6
CLI-02955,Cliente 2955,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,Lucro Presumido,8959,6958605,2024-12-18,Maria Santos,2
CLI-02956,Cliente 2956,00.100.029/0001-00,Papaya,Certificado Digital,N/A,N/A,8564,6392391,2022-01-13,Ana Silva,3
CLI-02957,Cliente 2957,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,N/A,7631,4936902,2024-06-04,João Silva,5
CLI-02958,Cliente 2958,00.100.029/0001-00,Papaya,Contabilidade,N/A,Lucro Real,9069,3366225,2024-03-20,Carlos Souza,7
CLI-02959,Cliente 2959,00.100.029/0001-00,Mdias,BPO RH,Contabilidade,Lucro Real,1124,7700300,2022-07-11,Carlos Souza,9
CLI-02960,Cliente 2960,00.100.029/0001-00,Zov,Legalização,BPO RH,Lucro Real,4610,1416660,2023-06-14,Carlos Souza,4
CLI-02961,Cliente 2961,00.100.029/0001-00,Mdias,BPO RH,N/A,Simples Nacional,4318,3455111,2024-08-12,Ana Silva,6
CLI-02962,Cliente 2962,00.100.029/0001-00,Mdias,Legalização,N/A,MEI,5106,5266701,2023-05-19,Carlos Souza,5
CLI-02963,Cliente 2963,00.100.029/0001-00,Mdias,BPO RH,N/A,Lucro Presumido,4830,7374881,2023-05-10,Maria Santos,9
CLI-02964,Cliente 2964,00.100.029/0001-00,Papaya,Contabilidade,Certificado Digital,Lucro Real,7718,3681902,2023-09-26,João Silva,9
CLI-02965,Cliente 2965,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,N/A,8330,1918069,2023-07-02,Ana Silva,5
CLI-02966,Cliente 2966,00.100.029/0001-00,Papaya,Contabilidade,Certificado Digital,Lucro Real,5529,7297142,2023-03-26,João Silva,1
CLI-02967,Cliente 2967,00.100.029/0001-00,Papaya,Legalização,N/A,MEI,5072,128779,2024-08-19,Ana Silva,5
CLI-02968,Cliente 2968,00.100.029/0001-00,Zov,BPO Financeiro,Contabilidade,N/A,5919,6466023,2023-11-21,Maria Santos,7
CLI-02969,Cliente 2969,00.100.029/0001-00,Mdias,Contabilidade,N/A,MEI,2771,5818549,2022-01-26,Carlos Souza,2
CLI-02970,Cliente 2970,00.100.029/0001-00,Zov,Legalização,N/A,Simples Nacional,9295,6516489,2023-10-20,João Silva,5
CLI-02971,Cliente 2971,00.100.029/0001-00,Zov,Certificado Digital,BPO RH,MEI,6827,842882,2022-06-17,João Silva,6
CLI-02972,Cliente 2972,00.100.029/0001-00,Papaya,BPO RH,N/A,MEI,5764,7529028,2022-10-06,João Silva,4
CLI-02973,Cliente 2973,00.100.029/0001-00,Papaya,Certificado Digital,N/A,Lucro Real,5229,880103,2023-08-18,João Silva,5
CLI-02974,Cliente 2974,00.100.029/0001-00,Papaya,BPO Financeiro,N/A,Simples Nacional,6949,5316510,2022-12-24,Carlos Souza,3
CLI-02975,Cliente 2975,00.100.029/0001-00,Papaya,Contabilidade,Legalização,Lucro Presumido,6142,514259,2024-01-12,Ana Silva,1
CLI-02976,Cliente 2976,00.100.029/0001-00,Mdias,Contabilidade,N/A,Lucro Real,7894,3660101,2023-03-08,Carlos Souza,6
CLI-02977,Cliente 2977,00.100.029/0001-00,Mdias,Certificado Digital,BPO Financeiro,N/A,891,6322764,2024-06-20,Maria Santos,1
CLI-02978,Cliente 2978,00.100.029/0001-00,Zov,Contabilidade,BPO Financeiro,Simples Nacional,2559,1613323,2022-02-25,Maria Santos,10
CLI-02979,Cliente 2979,00.100.029/0001-00,Papaya,Certificado Digital,N/A,MEI,6907,5859867,2022-07-15,Ana Silva,2
CLI-02980,Cliente 2980,00.100.029/0001-00,Zov,Contabilidade,Legalização,Simples Nacional,1702,7146349,2024-09-13,João Silva,6
