data_captacao,nome,origem,status,vendedor_atribuido
2024-11-16,Lead 5103,Evento - Workshop,Novo,Carlos Souza
2024-12-23,Lead 5104,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-07-18,Lead 5105,Orgânico - SEO,Qualificado,Ana Silva
2024-09-17,Lead 5106,Orgânico - SEO,Qualificado,N/A
2024-05-25,Lead 5107,Evento - Workshop,Qualificado,Carlos Souza
2024-12-05,Lead 5108,Evento - Workshop,Convertido,Carlos Souza
2024-12-02,Lead 5109,Instagram - Conteúdo,Convertido,N/A
2024-05-06,Lead 5110,LinkedIn - BPO,Convertido,N/A
2024-01-07,Lead 5111,Instagram - Conteúdo,Em contato,Carlos Souza
2024-01-05,Lead 5112,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-01-06,Lead 5113,Evento - Workshop,Convertido,Ana Silva
2024-04-22,Lead 5114,Instagram - Conteúdo,Qualificado,N/A
2024-07-09,Lead 5115,Orgânico - SEO,Desqualificado,N/A
2024-02-19,Lead 5116,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-12-23,Lead 5117,Orgânico - SEO,Desqualificado,Carlos Souza
2024-11-01,Lead 5118,Evento - Workshop,Convertido,N/A
2024-10-08,Lead 5119,Orgânico - SEO,Novo,Carlos Souza
2024-01-07,Lead 5120,LinkedIn - BPO,Em contato,Ana Silva
2024-04-27,Lead 5121,Evento - Workshop,Qualificado,N/A
2024-01-05,Lead 5122,Orgânico - SEO,Desqualificado,Carlos Souza
2024-07-18,Lead 5123,LinkedIn - BPO,Em contato,N/A
2024-02-22,Lead 5124,LinkedIn - BPO,Desqualificado,N/A
2024-09-22,Lead 5125,Orgânico - SEO,Desqualificado,N/A
2024-06-25,Lead 5126,Evento - Workshop,Desqualificado,Carlos Souza
2024-12-26,Lead 5127,Evento - Workshop,Em contato,N/A
2024-06-28,Lead 5128,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-11-20,Lead 5129,LinkedIn - BPO,Qualificado,Carlos Souza
2024-08-18,Lead 5130,Evento - Workshop,Qualificado,Ana Silva
2024-10-06,Lead 5131,Evento - Workshop,Novo,N/A
2024-04-01,Lead 5132,Instagram - Conteúdo,Convertido,Carlos Souza
2024-05-22,Lead 5133,LinkedIn - BPO,Qualificado,Ana Silva
2024-07-21,Lead 5134,LinkedIn - BPO,Convertido,Carlos Souza
2024-03-06,Lead 5135,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-02-19,Lead 5136,Orgânico - SEO,Novo,Ana Silva
2024-04-02,Lead 5137,LinkedIn - BPO,Novo,Carlos Souza
2024-02-01,Lead 5138,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-08-02,Lead 5139,Instagram - Conteúdo,Novo,Ana Silva
2024-11-13,Lead 5140,LinkedIn - BPO,Em contato,N/A
2024-05-17,Lead 5141,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-02-25,Lead 5142,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-10-16,Lead 5143,Orgânico - SEO,Qualificado,Ana Silva
2024-07-11,Lead 5144,Orgânico - SEO,Em contato,Ana Silva
2024-05-14,Lead 5145,LinkedIn - BPO,Convertido,Carlos Souza
2024-11-14,Lead 5146,Instagram - Conteúdo,Novo,Carlos Souza
2024-03-02,Lead 5147,LinkedIn - BPO,Novo,Ana Silva
2024-03-25,Lead 5148,Instagram - Conteúdo,Novo,Carlos Souza
2024-11-22,Lead 5149,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-08-01,Lead 5150,Orgânico - SEO,Novo,Carlos Souza
2024-10-23,Lead 5151,Evento - Workshop,Qualificado,N/A
2024-11-16,Lead 5152,LinkedIn - BPO,Qualificado,Ana Silva
2024-09-15,Lead 5153,Instagram - Conteúdo,Em contato,N/A
2024-05-07,Lead 5154,Evento - Workshop,Convertido,Ana Silva
2024-03-25,Lead 5155,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-10-24,Lead 5156,LinkedIn - BPO,Desqualificado,N/A
2024-07-01,Lead 5157,LinkedIn - BPO,Novo,Ana Silva
2024-04-01,Lead 5158,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-01-26,Lead 5159,LinkedIn - BPO,Qualificado,Ana Silva
2024-11-05,Lead 5160,Evento - Workshop,Em contato,Carlos Souza
2024-11-26,Lead 5161,Orgânico - SEO,Novo,Carlos Souza
2024-08-14,Lead 5162,Instagram - Conteúdo,Novo,N/A
2024-05-07,Lead 5163,Orgânico - SEO,Em contato,Carlos Souza
2024-03-20,Lead 5164,Evento - Workshop,Qualificado,N/A
2024-11-08,Lead 5165,Orgânico - SEO,Qualificado,Ana Silva
2024-12-23,Lead 5166,LinkedIn - BPO,Convertido,Carlos Souza
2024-06-03,Lead 5167,Evento - Workshop,Novo,N/A
2024-01-22,Lead 5168,LinkedIn - BPO,Convertido,Ana Silva
2024-10-04,Lead 5169,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-03-23,Lead 5170,Orgânico - SEO,Desqualificado,Carlos Souza
2024-01-08,Lead 5171,Instagram - Conteúdo,Novo,N/A
2024-09-05,Lead 5172,Evento - Workshop,Convertido,Carlos Souza
2024-08-10,Lead 5173,Google Ads - Contabilidade PME,Convertido,N/A
2024-10-13,Lead 5174,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-05-19,Lead 5175,Evento - Workshop,Novo,Carlos Souza
2024-12-10,Lead 5176,Orgânico - SEO,Em contato,Ana Silva
2024-03-09,Lead 5177,Google Ads - Contabilidade PME,Convertido,N/A
2024-05-22,Lead 5178,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-01-16,Lead 5179,Evento - Workshop,Desqualificado,Carlos Souza
2024-07-26,Lead 5180,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-07-25,Lead 5181,Orgânico - SEO,Novo,Carlos Souza
2024-01-24,Lead 5182,Orgânico - SEO,Desqualificado,N/A
2024-04-10,Lead 5183,LinkedIn - BPO,Em contato,N/A
2024-02-02,Lead 5184,LinkedIn - BPO,Novo,Ana Silva
2024-11-06,Lead 5185,Instagram - Conteúdo,Novo,N/A
2024-01-21,Lead 5186,LinkedIn - BPO,Convertido,Ana Silva
2024-09-24,Lead 5187,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-08-26,Lead 5188,Evento - Workshop,Qualificado,Ana Silva
2024-07-07,Lead 5189,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-10-15,Lead 5190,Evento - Workshop,Novo,Carlos Souza
2024-05-04,Lead 5191,LinkedIn - BPO,Em contato,Ana Silva
2024-11-20,Lead 5192,Instagram - Conteúdo,Convertido,N/A
2024-07-04,Lead 5193,Orgânico - SEO,Qualificado,N/A
2024-02-10,Lead 5194,Orgânico - SEO,Convertido,N/A
2024-11-03,Lead 5195,Orgânico - SEO,Desqualificado,Carlos Souza
2024-11-14,Lead 5196,Evento - Workshop,Qualificado,N/A
2024-03-17,Lead 5197,Orgânico - SEO,Qualificado,Ana Silva
2024-01-23,Lead 5198,LinkedIn - BPO,Novo,N/A
2024-06-25,Lead 5199,Orgânico - SEO,Em contato,Ana Silva
2024-03-24,Lead 5200,Evento - Workshop,Qualificado,Carlos Souza
2024-11-27,Lead 5201,Orgânico - SEO,Novo,Ana Silva
2024-01-25,Lead 5202,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-02-10,Lead 5203,Orgânico - SEO,Novo,Ana Silva
2024-05-11,Lead 5204,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-03-25,Lead 5205,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-08-05,Lead 5206,LinkedIn - BPO,Convertido,Ana Silva
2024-02-05,Lead 5207,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-07-08,Lead 5208,Orgânico - SEO,Novo,N/A
2024-10-11,Lead 5209,Orgânico - SEO,Em contato,Carlos Souza
2024-04-10,Lead 5210,Evento - Workshop,Em contato,Carlos Souza
2024-09-01,Lead 5211,LinkedIn - BPO,Desqualificado,Ana Silva
2024-06-12,Lead 5212,Orgânico - SEO,Em contato,Ana Silva
2024-11-03,Lead 5213,Evento - Workshop,Qualificado,Ana Silva
2024-04-06,Lead 5214,Evento - Workshop,Convertido,Ana Silva
2024-07-02,Lead 5215,LinkedIn - BPO,Em contato,Carlos Souza
2024-11-16,Lead 5216,Evento - Workshop,Novo,N/A
2024-07-23,Lead 5217,Evento - Workshop,Qualificado,N/A
2024-01-10,Lead 5218,Orgânico - SEO,Novo,Ana Silva
2024-02-18,Lead 5219,Google Ads - Contabilidade PME,Convertido,N/A
2024-10-07,Lead 5220,Evento - Workshop,Novo,N/A
2024-02-10,Lead 5221,Orgânico - SEO,Novo,N/A
2024-08-18,Lead 5222,Orgânico - SEO,Qualificado,N/A
2024-11-28,Lead 5223,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-10-02,Lead 5224,LinkedIn - BPO,Desqualificado,Ana Silva
2024-03-25,Lead 5225,LinkedIn - BPO,Novo,Ana Silva
2024-07-27,Lead 5226,Instagram - Conteúdo,Novo,Ana Silva
2024-09-12,Lead 5227,LinkedIn - BPO,Novo,N/A
2024-05-13,Lead 5228,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-02-05,Lead 5229,Instagram - Conteúdo,Novo,Carlos Souza
2024-07-19,Lead 5230,Orgânico - SEO,Novo,Carlos Souza
2024-03-24,Lead 5231,Orgânico - SEO,Desqualificado,Ana Silva
2024-10-10,Lead 5232,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-05-16,Lead 5233,Instagram - Conteúdo,Qualificado,N/A
2024-12-07,Lead 5234,LinkedIn - BPO,Em contato,Carlos Souza
2024-12-05,Lead 5235,Instagram - Conteúdo,Qualificado,Ana Silva
2024-01-02,Lead 5236,Orgânico - SEO,Em contato,Carlos Souza
2024-09-24,Lead 5237,Instagram - Conteúdo,Convertido,Ana Silva
2024-01-22,Lead 5238,Instagram - Conteúdo,Em contato,N/A
2024-03-24,Lead 5239,Orgânico - SEO,Novo,Carlos Souza
2024-02-14,Lead 5240,Instagram - Conteúdo,Qualificado,Ana Silva
2024-10-18,Lead 5241,Orgânico - SEO,Qualificado,Ana Silva
2024-06-17,Lead 5242,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-12-01,Lead 5243,Evento - Workshop,Convertido,Carlos Souza
2024-11-12,Lead 5244,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-04-24,Lead 5245,Evento - Workshop,Desqualificado,N/A
2024-03-21,Lead 5246,Orgânico - SEO,Novo,Carlos Souza
2024-09-22,Lead 5247,LinkedIn - BPO,Em contato,Carlos Souza
2024-01-14,Lead 5248,Google Ads - Contabilidade PME,Convertido,N/A
2024-02-26,Lead 5249,Evento - Workshop,Convertido,N/A
2024-05-28,Lead 5250,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-12-06,Lead 5251,Orgânico - SEO,Qualificado,Carlos Souza
2024-11-27,Lead 5252,Evento - Workshop,Convertido,Carlos Souza
2024-06-05,Lead 5253,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-09-28,Lead 5254,Evento - Workshop,Novo,N/A
2024-03-01,Lead 5255,Evento - Workshop,Desqualificado,Ana Silva
2024-06-27,Lead 5256,LinkedIn - BPO,Qualificado,N/A
2024-03-01,Lead 5257,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-08-24,Lead 5258,Evento - Workshop,Desqualificado,N/A
2024-03-05,Lead 5259,Orgânico - SEO,Convertido,N/A
2024-01-28,Lead 5260,LinkedIn - BPO,Novo,Carlos Souza
2024-02-26,Lead 5261,Evento - Workshop,Qualificado,Ana Silva
2024-11-07,Lead 5262,Instagram - Conteúdo,Qualificado,N/A
2024-09-23,Lead 5263,Orgânico - SEO,Qualificado,N/A
2024-02-04,Lead 5264,LinkedIn - BPO,Em contato,N/A
2024-01-18,Lead 5265,Orgânico - SEO,Em contato,Ana Silva
2024-04-04,Lead 5266,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-01-11,Lead 5267,Instagram - Conteúdo,Qualificado,Ana Silva
2024-12-01,Lead 5268,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-10-25,Lead 5269,LinkedIn - BPO,Qualificado,Carlos Souza
2024-11-11,Lead 5270,Orgânico - SEO,Desqualificado,N/A
2024-05-15,Lead 5271,LinkedIn - BPO,Novo,Ana Silva
2024-11-12,Lead 5272,Instagram - Conteúdo,Novo,Carlos Souza
2024-02-09,Lead 5273,Evento - Workshop,Desqualificado,Ana Silva
2024-03-18,Lead 5274,Instagram - Conteúdo,Novo,N/A
2024-06-15,Lead 5275,LinkedIn - BPO,Convertido,N/A
2024-05-05,Lead 5276,Evento - Workshop,Em contato,Carlos Souza
2024-09-03,Lead 5277,Instagram - Conteúdo,Novo,Carlos Souza
2024-06-01,Lead 5278,Orgânico - SEO,Desqualificado,Carlos Souza
2024-06-01,Lead 5279,Evento - Workshop,Em contato,N/A
2024-06-22,Lead 5280,Orgânico - SEO,Convertido,N/A
2024-11-26,Lead 5281,Instagram - Conteúdo,Qualificado,N/A
2024-02-20,Lead 5282,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-02-15,Lead 5283,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-03-01,Lead 5284,Evento - Workshop,Em contato,N/A
2024-02-19,Lead 5285,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-02-22,Lead 5286,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-09-27,Lead 5287,Evento - Workshop,Em contato,N/A
2024-11-01,Lead 5288,Evento - Workshop,Qualificado,Ana Silva
2024-07-20,Lead 5289,Orgânico - SEO,Convertido,N/A
2024-09-07,Lead 5290,Instagram - Conteúdo,Novo,N/A
2024-12-24,Lead 5291,Instagram - Conteúdo,Convertido,N/A
2024-01-23,Lead 5292,Orgânico - SEO,Em contato,Carlos Souza
2024-04-11,Lead 5293,Orgânico - SEO,Novo,Carlos Souza
2024-05-09,Lead 5294,Orgânico - SEO,Novo,N/A
2024-07-12,Lead 5295,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-01-23,Lead 5296,Orgânico - SEO,Em contato,N/A
2024-04-20,Lead 5297,Instagram - Conteúdo,Convertido,N/A
2024-05-28,Lead 5298,LinkedIn - BPO,Convertido,N/A
2024-02-17,Lead 5299,Orgânico - SEO,Qualificado,Carlos Souza
2024-04-25,Lead 5300,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-02-18,Lead 5301,LinkedIn - BPO,Em contato,Carlos Souza
2024-02-19,Lead 5302,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-08,Lead 5303,Evento - Workshop,Desqualificado,N/A
2024-06-15,Lead 5304,Google Ads - Contabilidade PME,Novo,Carlos Souza
2024-12-25,Lead 5305,Evento - Workshop,Em contato,Ana Silva
2024-04-09,Lead 5306,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-09-26,Lead 5307,LinkedIn - BPO,Desqualificado,N/A
2024-03-09,Lead 5308,LinkedIn - BPO,Desqualificado,Ana Silva
2024-09-10,Lead 5309,Orgânico - SEO,Qualificado,N/A
2024-05-17,Lead 5310,LinkedIn - BPO,Novo,Carlos Souza
2024-05-25,Lead 5311,Evento - Workshop,Em contato,Ana Silva
2024-12-02,Lead 5312,LinkedIn - BPO,Convertido,Ana Silva
2024-02-26,Lead 5313,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-05-24,Lead 5314,LinkedIn - BPO,Em contato,Carlos Souza
2024-12-10,Lead 5315,Orgânico - SEO,Novo,Ana Silva
2024-07-07,Lead 5316,Evento - Workshop,Desqualificado,Ana Silva
2024-07-20,Lead 5317,LinkedIn - BPO,Novo,Ana Silva
2024-04-15,Lead 5318,Google Ads - Contabilidade PME,Em contato,N/A
2024-08-19,Lead 5319,Evento - Workshop,Em contato,Ana Silva
2024-08-01,Lead 5320,LinkedIn - BPO,Novo,N/A
2024-04-07,Lead 5321,LinkedIn - BPO,Convertido,Ana Silva
2024-11-01,Lead 5322,Orgânico - SEO,Em contato,Ana Silva
2024-01-07,Lead 5323,LinkedIn - BPO,Qualificado,N/A
2024-03-28,Lead 5324,Orgânico - SEO,Convertido,Ana Silva
2024-03-14,Lead 5325,Evento - Workshop,Convertido,N/A
2024-02-20,Lead 5326,Evento - Workshop,Qualificado,Ana Silva
2024-02-24,Lead 5327,Google Ads - Contabilidade PME,Convertido,N/A
2024-07-12,Lead 5328,Instagram - Conteúdo,Novo,N/A
2024-06-27,Lead 5329,LinkedIn - BPO,Em contato,N/A
2024-05-14,Lead 5330,Orgânico - SEO,Convertido,N/A
2024-09-07,Lead 5331,Google Ads - Contabilidade PME,Novo,N/A
2024-09-02,Lead 5332,LinkedIn - BPO,Novo,Carlos Souza
2024-08-23,Lead 5333,Evento - Workshop,Convertido,Carlos Souza
2024-12-18,Lead 5334,Orgânico - SEO,Em contato,N/A
2024-07-07,Lead 5335,Evento - Workshop,Novo,Carlos Souza
2024-09-12,Lead 5336,Evento - Workshop,Convertido,Ana Silva
2024-12-04,Lead 5337,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-04-02,Lead 5338,LinkedIn - BPO,Qualificado,Ana Silva
2024-03-27,Lead 5339,Evento - Workshop,Novo,Carlos Souza
2024-02-23,Lead 5340,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-06-15,Lead 5341,LinkedIn - BPO,Em contato,Carlos Souza
2024-02-26,Lead 5342,Evento - Workshop,Novo,N/A
2024-07-04,Lead 5343,Google Ads - Contabilidade PME,Em contato,N/A
2024-02-12,Lead 5344,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-10-22,Lead 5345,Google Ads - Contabilidade PME,Em contato,N/A
2024-02-24,Lead 5346,Evento - Workshop,Convertido,Carlos Souza
2024-06-09,Lead 5347,Orgânico - SEO,Convertido,Carlos Souza
2024-10-05,Lead 5348,LinkedIn - BPO,Convertido,Ana Silva
2024-06-08,Lead 5349,Google Ads - Contabilidade PME,Convertido,N/A
2024-10-08,Lead 5350,LinkedIn - BPO,Qualificado,N/A
2024-08-02,Lead 5351,Evento - Workshop,Qualificado,N/A
2024-09-25,Lead 5352,Orgânico - SEO,Em contato,Ana Silva
2024-12-08,Lead 5353,Evento - Workshop,Desqualificado,Ana Silva
2024-04-23,Lead 5354,LinkedIn - BPO,Novo,Ana Silva
2024-12-15,Lead 5355,Orgânico - SEO,Desqualificado,N/A
2024-11-25,Lead 5356,Google Ads - Contabilidade PME,Convertido,N/A
2024-12-21,Lead 5357,LinkedIn - BPO,Qualificado,Carlos Souza
2024-09-02,Lead 5358,LinkedIn - BPO,Convertido,Ana Silva
2024-05-25,Lead 5359,LinkedIn - BPO,Qualificado,Ana Silva
2024-07-20,Lead 5360,LinkedIn - BPO,Em contato,Carlos Souza
2024-09-12,Lead 5361,Google Ads - Contabilidade PME,Qualificado,N/A
2024-10-13,Lead 5362,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-08-21,Lead 5363,LinkedIn - BPO,Desqualificado,N/A
2024-11-24,Lead 5364,Instagram - Conteúdo,Em contato,Carlos Souza
2024-01-02,Lead 5365,LinkedIn - BPO,Desqualificado,Ana Silva
2024-01-23,Lead 5366,Instagram - Conteúdo,Desqualificado,N/A
2024-08-21,Lead 5367,Evento - Workshop,Em contato,Ana Silva
2024-02-19,Lead 5368,Instagram - Conteúdo,Convertido,Carlos Souza
2024-12-02,Lead 5369,Evento - Workshop,Em contato,N/A
2024-01-05,Lead 5370,Instagram - Conteúdo,Desqualificado,Ana Silva
2024-08-22,Lead 5371,Evento - Workshop,Novo,Carlos Souza
2024-09-01,Lead 5372,LinkedIn - BPO,Convertido,Carlos Souza
2024-08-06,Lead 5373,Orgânico - SEO,Novo,Carlos Souza
2024-08-13,Lead 5374,Instagram - Conteúdo,Novo,N/A
2024-01-05,Lead 5375,Orgânico - SEO,Desqualificado,Ana Silva
2024-06-18,Lead 5376,Orgânico - SEO,Em contato,Carlos Souza
2024-07-05,Lead 5377,Evento - Workshop,Desqualificado,Ana Silva
2024-07-14,Lead 5378,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-10-28,Lead 5379,Orgânico - SEO,Desqualificado,Ana Silva
2024-10-09,Lead 5380,Orgânico - SEO,Qualificado,N/A
2024-05-08,Lead 5381,Orgânico - SEO,Convertido,Carlos Souza
2024-09-17,Lead 5382,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-03-09,Lead 5383,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-04-14,Lead 5384,Instagram - Conteúdo,Em contato,N/A
2024-05-21,Lead 5385,Orgânico - SEO,Convertido,Ana Silva
2024-01-26,Lead 5386,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-09-10,Lead 5387,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-03-07,Lead 5388,Orgânico - SEO,Desqualificado,Ana Silva
2024-05-06,Lead 5389,Evento - Workshop,Desqualificado,Carlos Souza
2024-12-03,Lead 5390,Google Ads - Contabilidade PME,Convertido,N/A
2024-02-01,Lead 5391,Google Ads - Contabilidade PME,Em contato,Ana Silva
2024-09-26,Lead 5392,Google Ads - Contabilidade PME,Em contato,Carlos Souza
2024-12-26,Lead 5393,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-11-27,Lead 5394,Evento - Workshop,Novo,Ana Silva
2024-01-10,Lead 5395,Orgânico - SEO,Convertido,N/A
2024-05-10,Lead 5396,Instagram - Conteúdo,Novo,N/A
2024-05-05,Lead 5397,LinkedIn - BPO,Novo,Ana Silva
2024-02-05,Lead 5398,Evento - Workshop,Qualificado,Carlos Souza
2024-01-05,Lead 5399,Evento - Workshop,Novo,N/A
2024-06-02,Lead 5400,LinkedIn - BPO,Convertido,Carlos Souza
2024-04-27,Lead 5401,Orgânico - SEO,Qualificado,N/A
2024-12-15,Lead 5402,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-26,Lead 5403,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-01-14,Lead 5404,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
2024-07-11,Lead 5405,Instagram - Conteúdo,Desqualificado,N/A
2024-08-18,Lead 5406,LinkedIn - BPO,Novo,Ana Silva
2024-02-02,Lead 5407,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-05-28,Lead 5408,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-03-15,Lead 5409,Google Ads - Contabilidade PME,Em contato,N/A
2024-10-18,Lead 5410,LinkedIn - BPO,Desqualificado,Carlos Souza
2024-09-24,Lead 5411,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-10-25,Lead 5412,Evento - Workshop,Em contato,Carlos Souza
2024-03-19,Lead 5413,Evento - Workshop,Novo,Ana Silva
2024-01-10,Lead 5414,Instagram - Conteúdo,Em contato,Ana Silva
2024-08-20,Lead 5415,Instagram - Conteúdo,Convertido,Carlos Souza
2024-02-24,Lead 5416,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-09-23,Lead 5417,Evento - Workshop,Novo,Carlos Souza
2024-06-10,Lead 5418,Orgânico - SEO,Qualificado,N/A
2024-08-19,Lead 5419,Orgânico - SEO,Qualificado,N/A
2024-11-01,Lead 5420,Orgânico - SEO,Novo,N/A
2024-10-10,Lead 5421,Orgânico - SEO,Convertido,Carlos Souza
2024-12-12,Lead 5422,LinkedIn - BPO,Desqualificado,N/A
2024-08-11,Lead 5423,Evento - Workshop,Novo,N/A
2024-08-25,Lead 5424,Evento - Workshop,Em contato,Ana Silva
2024-01-28,Lead 5425,LinkedIn - BPO,Em contato,Ana Silva
2024-02-06,Lead 5426,Google Ads - Contabilidade PME,Desqualificado,N/A
2024-10-04,Lead 5427,Evento - Workshop,Convertido,N/A
2024-05-14,Lead 5428,Google Ads - Contabilidade PME,Novo,Ana Silva
2024-10-21,Lead 5429,Orgânico - SEO,Convertido,N/A
2024-04-05,Lead 5430,LinkedIn - BPO,Novo,Carlos Souza
2024-11-05,Lead 5431,LinkedIn - BPO,Convertido,Ana Silva
2024-09-11,Lead 5432,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-06-11,Lead 5433,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-12-20,Lead 5434,Google Ads - Contabilidade PME,Convertido,Ana Silva
2024-09-10,Lead 5435,Evento - Workshop,Qualificado,Ana Silva
2024-11-05,Lead 5436,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-02-17,Lead 5437,LinkedIn - BPO,Novo,Carlos Souza
2024-07-21,Lead 5438,LinkedIn - BPO,Desqualificado,Ana Silva
2024-06-13,Lead 5439,Instagram - Conteúdo,Desqualificado,Carlos Souza
2024-03-11,Lead 5440,Google Ads - Contabilidade PME,Convertido,N/A
2024-02-28,Lead 5441,LinkedIn - BPO,Em contato,Ana Silva
2024-12-10,Lead 5442,Instagram - Conteúdo,Convertido,Carlos Souza
2024-07-06,Lead 5443,LinkedIn - BPO,Desqualificado,N/A
2024-10-28,Lead 5444,LinkedIn - BPO,Em contato,N/A
2024-08-14,Lead 5445,Evento - Workshop,Convertido,Ana Silva
2024-06-28,Lead 5446,Instagram - Conteúdo,Em contato,N/A
2024-10-17,Lead 5447,Orgânico - SEO,Qualificado,Ana Silva
2024-04-02,Lead 5448,Evento - Workshop,Desqualificado,Carlos Souza
2024-06-25,Lead 5449,Google Ads - Contabilidade PME,Desqualificado,Ana Silva
2024-06-24,Lead 5450,Instagram - Conteúdo,Convertido,Ana Silva
2024-10-25,Lead 5451,Google Ads - Contabilidade PME,Qualificado,Ana Silva
2024-02-19,Lead 5452,Instagram - Conteúdo,Em contato,Ana Silva
2024-01-07,Lead 5453,Evento - Workshop,Novo,Ana Silva
2024-11-17,Lead 5454,Evento - Workshop,Em contato,Carlos Souza
2024-05-21,Lead 5455,Google Ads - Contabilidade PME,Qualificado,Carlos Souza
2024-10-28,Lead 5456,LinkedIn - BPO,Em contato,N/A
2024-07-27,Lead 5457,Orgânico - SEO,Em contato,Ana Silva
2024-10-21,Lead 5458,Instagram - Conteúdo,Qualificado,Ana Silva
2024-12-07,Lead 5459,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-09-28,Lead 5460,Evento - Workshop,Desqualificado,Carlos Souza
2024-03-18,Lead 5461,Instagram - Conteúdo,Convertido,N/A
2024-11-18,Lead 5462,Instagram - Conteúdo,Qualificado,Carlos Souza
2024-05-13,Lead 5463,Instagram - Conteúdo,Novo,Carlos Souza
2024-07-14,Lead 5464,LinkedIn - BPO,Qualificado,N/A
2024-05-04,Lead 5465,Google Ads - Contabilidade PME,Convertido,Carlos Souza
2024-07-03,Lead 5466,Instagram - Conteúdo,Em contato,N/A
2024-02-11,Lead 5467,Google Ads - Contabilidade PME,Desqualificado,Carlos Souza
